elle	O
est	O
changée	O
,	O
répéta	O
Rose	B-PER
Mignon	E-PER
avec	O
son	O
sourire	O
de	O
morne	O
accablement	O
.	O
	
—	O
	
À	O
Berlin	S-LOC
!	O
	
à	O
Berlin	S-LOC
!	O
	
à	O
Berlin	S-LOC
!	O
	
Alors	O
,	O
comme	O
Lucy	S-PER
demandait	O
le	O
numéro	O
,	O
ils	O
la	O
supplièrent	O
de	O
faire	O
descendre	O
Rose	S-PER
;	O
	
autrement	O
,	O
ils	O
finiraient	O
par	O
se	O
fâcher	O
.	O
	
Pourtant	O
,	O
Lucy	S-PER
et	O
Caroline	S-PER
ne	O
montèrent	O
pas	O
tout	O
de	O
suite	O
.	O
	
Elles	O
avaient	O
aperçu	O
Fontan	S-PER
,	O
les	O
mains	O
dans	O
les	O
poches	O
,	O
flânant	O
,	O
très	O
amusé	O
des	O
bonnes	O
têtes	O
de	O
la	O
foule	O
.	O
	
Quand	O
il	O
sut	O
que	O
Nana	S-PER
était	O
en	O
haut	O
,	O
malade	O
,	O
il	O
dit	O
en	O
jouant	O
le	O
sentiment	O
;	O
	
Un	O
soir	O
de	O
juillet	O
,	O
vers	O
huit	O
heures	O
,	O
Lucy	S-PER
,	O
qui	O
descendait	O
en	O
voiture	O
la	B-LOC
rue	I-LOC
du	I-LOC
Faubourg-Saint-Honoré	E-LOC
,	O
aperçut	O
Caroline	B-PER
Héquet	E-PER
,	O
sortie	O
à	O
pied	O
pour	O
une	O
commande	O
chez	O
un	O
fournisseur	O
du	O
voisinage	O
.	O
	
Elle	O
l’	O
appela	O
,	O
et	O
tout	O
de	O
suite	O
:	O
—	O
Morte	O
!	O
	
en	O
voilà	O
une	O
idée	O
!	O
	
cria	O
Caroline	S-PER
stupéfaite	O
.	O
	
Et	O
où	O
donc	O
?	O
et	O
de	O
quoi	O
?	O
	
—	O
	
C’	O
est	O
la	O
fin	O
.	O
	
Ils	O
sont	O
fous	O
,	O
aux	B-LOC
Tuileries	E-LOC
.	O
	
Hier	O
,	O
voyez	O
-vous	O
,	O
la	B-LOC
France	E-LOC
aurait	O
dû	O
plutôt	O
les	O
chasser…	O
	
—	O
	
Qu’	O
est	O
-ce	O
que	O
ça	O
nous	O
fiche	O
!	O
dit	O
Clarisse	S-PER
.	O
	
Nous	O
n’	O
avons	O
pas	O
envie	O
de	O
le	O
faire	O
,	O
peut-être	O
!	O
	
—	O
Bien	O
sûr	O
,	O
ajouta	O
Simonne	S-PER
.	O
	
Ça	O
va	O
être	O
drôle	O
…	O
Peut-être	O
,	O
au	O
contraire	O
,	O
que	O
ça	O
marchera…	O
	
—	O
Tu	O
as	O
dîné	O
,	O
tu	O
es	O
libre	O
?	O
…	O
	
Oh	O
!	O
	
alors	O
,	O
ma	O
chère	O
,	O
viens	O
avec	O
moi…	O
Nana	S-PER
est	O
de	O
retour	O
.	O
	
—	O
	
À	O
Berlin	S-LOC
!	O
	
à	O
Berlin	S-LOC
!	O
	
à	O
Berlin	S-LOC
!	O
	
—	O
Au	B-LOC
Grand	I-LOC
Hôtel…	E-LOC
de	O
la	O
petite	O
vérole	O
…	O
oh	O
!	O
	
une	O
histoire	O
!	O
	
Nana	S-PER
morte	O
!	O
	
Ce	O
fut	O
un	O
coup	O
pour	O
tout	O
le	O
monde	O
.	O
	
Muffat	S-PER
,	O
sans	O
une	O
parole	O
,	O
était	O
retourné	O
sur	O
le	O
banc	O
,	O
la	O
face	O
dans	O
son	O
mouchoir	O
.	O
	
Les	O
autres	O
se	O
récriaient	O
.	O
	
Mais	O
ils	O
eurent	O
la	O
parole	O
coupée	O
,	O
une	O
nouvelle	O
bande	O
passait	O
,	O
hurlant	O
:	O
—	O
Eh	O
!	O
par	O
ici..	O
405	O
,	O
403	O
…	O
	
Nous	O
devons	O
y	O
être…	O
Ah	O
!	O
enfin	O
,	O
401	O
!	O
…	O
	
Arrivez	O
,	O
chut	O
!	O
chut	O
!	O
	
—	O
Et	O
,	O
tu	O
sais	O
,	O
ma	O
chère	O
,	O
elle	O
est	O
peut-être	O
morte	O
,	O
pendant	O
que	O
nous	O
bavardons	O
.	O
	
—	O
À	O
Berlin	S-LOC
!	O
	
à	O
Berlin	S-LOC
!	O
	
à	O
Berlin	S-LOC
!	O
